title,story,num_episodes,show_start,series_type,genres,picture
TALES OF THE ABYSS,“فو نلوك فيبر” شاب مدلل وابن أحد نبلاء مملكة “كيملاسكا ليفلدير”، سُجن داخل قصر أبيه منذ أن قام باختطافه ملك مملكة “ميلكث” والتي تعد المملكة المنافسة لمملكتهم. فقد “لوك” ذاكرته منذ قاموا باحتجازه في ذلك القصر لسبع سنوات ولا يتذكر شيئاً عن ماضيه سوى صوت عابر يعبر بين الفينة والأخرى إلى ذاكرته ولكنه لا يعرف ماهية ذلك الصوت أو من أين يأتي؟!! في أحد الأيام وبينما كان “لوك” يتدرب مع حارسه تظهر امرأة غريبة تُدعى “تير” لتقتحم القصر بنية أخذ حياة النبيل “لوك” والقضاء عليه وبالرغم من تلك المحاولة الفاشلة إلا أنها تنجح في إخراجه من ذلك السجن المحصور فيه ليشعر أخيراً بالحرية التي طالما أفتقدها بين جدران ذلك القصر المزخرف. يتوجه “لوك” إلى العالم الخارجي فاتحاً ذراعيه لذلك العالم ولتلك الحرية التي لا يعلم أين قد تنتهي به فهل ينجح في استعادة ذاكرته التي غادرته منذ أمد بعيد؟ حلم أنتظره منذ زمن ولكن ما الذي ينتظره خارجاً حتى يبدد كل شيء كان يعرفه عن نفسه وليعرف أن للحرية ثمن قد لا يقاس بكونه نبيلاً أو أحد أثرياء المجتمع . الاسم باليابانية :テイルズ オブ ジ アビス الاسم بالإنجليزية :Tales of the Abyss,26.0,2008.0,TV,"مغامرات, دراما, خيال علمي",https://animeslayer.space/wp-content/uploads/2021/01/27-2.jpg
TAMAKO MARKET,تدور القصة حول طالبة تدعى تاماكو في السنة الأولى من المرحلة الثانوية، أسرتها تدير متجر موتشي (كعك الأرز ) في منطقة تسوق في مدينتهم. تاماكو تتمتع بحياتها في المدرسة الثانوية مع صديقتيها ميدوري و كانّا ، وتساعد أسرتها في متجر الموتشي وتعمل على تطوير وصفات جديدة منه تلتقي بالمصادفة بطائر غريب يستطيع التحدث! فما الذي تخبّئه الأيام لها من مفاجآت ! الاسم باليابانية :たまこまーけっと الاسم بالإنجليزية :Tamako Market,12.0,2013.0,TV,"كوميدي, شريحة من الحياة",https://animeslayer.space/wp-content/uploads/2021/01/tamako-market-poster-12031.jpg
Tamayomi,قصة انمي Tamayomi تدور حول نادي كرة القاعدة لثانوية شينكوشيغايا حيث تتنافس عضواته في بطولة اليابان لكرة قاعدة المدارس.,12.0,2020.0,TV,"رياضي, مدرسي",https://animeslayer.space/wp-content/uploads/2020/09/Tamayomi.png
TAMAYURA: HITOTOSE,"يحكي الأنمي عن فتاة في المدرسة الثانوية انتقلت لبلدة صغيرة, وتلك الفتاة تهوى التصوير لأبعد الحدود ,فبالرغم من خجلها الشديد إلا أنها تحاول جاهدة بأن تصل لقلوب الناس عن طريق صورها الاسم باليابانية :たまゆら～hitotose～",12.0,2011.0,TV,"كوميدي, دراما, شريحة من الحياة",https://animeslayer.space/wp-content/uploads/2021/01/20.jpg
TAMAYURA: MORE AGGRESSIVE,"تكمله للموسم الأول من Tmayura: Hitotse ... يحكي الأنمي عن فتاة في المدرسة الثانوية انتقلت لبلدة صغيرة, وتلك الفتاة تهوى التصوير لأبعد الحدود ,فبالرغم من خجلها الشديد إلا أنها تحاول جاهدة بأن تصل لقلوب الناس عن طريق صورها الاسم باليابانية :たまゆら ～もあぐれっしぶ～",12.0,2013.0,TV,"شريحة من الحياة, دراما, كوميدي",https://animeslayer.space/wp-content/uploads/2021/01/21.jpg
TANAKA-KUN WA ITSUMO KEDARUGE,تدور القصة حول تاناكا وزميله اوتا الذي لا يود تركه وشأنه. الاسم باليابانية :田中くんはいつもけだるげ الاسم بالإنجليزية :Tanaka-kun is Always Listless الاسم بالعربية :تاناكا دائما فاتر,12.0,2016.0,TV,"كوميدي, مدرسي, شريحة من الحياة",https://animeslayer.space/wp-content/uploads/2021/01/7-6.jpg
TANTEI GAKUEN Q,قصة هذا الأنمي تدور حول أكاديمية للمحققين وهي مدرسة في اليابان مرخصة من طرف الحكومة تعمل على تخريج محققين أكفاء يساعدون في حل القضايا المستعصية على الشرطة .. بطل القصة هو الفتى [ كـيـو ] ذكي لديه قوة استنتاج عالية، يحب مساعدة الآخرين، حلمه أن يصبح محققاً وعندما يسمع عن وجود هذه الأكاديمية يجد أنها أفضل طريق للوصول إلى حلمه فيقرر الدخول إليها .. يلتقي في حوادث بالصدفة بمجموعة من الشخصيات الرئيسية الأخرى الذين يصبحون أصدقائه وذلك لأنهم يشاركونه نفس الحلم ونفس المبادىء .. أولاً [ مينامي ميغومي ] الفتاة التي تمتلك قدرة خاصة تدعة بالذاكرة التصويرية، ثم [ توياما كينتارو ] الشاب القوي الذي يجيد عدداً من فنون القتال كما أنه يتميز بنظر ثاقب ثم [ كازوما ناروساوا ] وهو طفل صغير السن، يلقب بعبقري البرمجة ثري جداً وأخيراً [ ريـو ] فتى غامض لا نعرف عنه أي معلومات حتى الآن. كل هؤلاء الأصدقاء يدخلون إلى أكاديمية المحققين ويواجهون الكثير من القضايا الصعبة ويتعاونون لحلها في سبيل إظهار المجرمين وتحقيق العدالة .. فما هي هذه القضايا التي سيواجهون ؟ وكيف سيقومون بحلها ؟ ثم ما الذي يخفيه الفتى الغامض [ ريـو ] ؟ الأسماء البديلة :Detective Academy Q الاسم باليابانية :探偵学園Q الاسم بالإنجليزية :Detective School Q الاسم بالعربية :كيو مدرسة المحقق,45.0,2003.0,TV,"كوميدي, دراما, غموض, بوليسي, شونين",https://animeslayer.space/wp-content/uploads/2020/10/Tantei-Gakuen-Q-poster-575.jpg
TANTEI OPERA MILKY HOLMES,شيرو،نيرو،إللي،كورديليا هم الطلاب الأكثر شعبية في أكاديمية ميلكي هولمزو بسبب ألعابهم أصبحوا يحلون القضايا و الجرائم أصبحنا محققات و لكل منهن لعبة خاصة بها و تلك اللعبة هي المصدر الاساسي للقوة و القدرات الخاصة التي تتمتع بها حاملتها و خلال معركتهم بليلة عاصفة مع إمبرطورية اللصوص الوهمين فقدوا ألعابهم التي هي مصدر قوتهم و من بعدها تغير مسار حياتهم ثم تبدأ حياتهم تاخذ منوالا جديداً.. الاسم باليابانية :探偵オペラ ミルキィホームズ,12.0,2010.0,TV,"غموض, كوميدي, قوى خارقة",https://animeslayer.space/wp-content/uploads/2021/01/tantei-opera-milky-holmes-poster-12071.jpg
TANTEI OPERA MILKY HOLMES DAI 2 MAKU,الموسم الثاني من للأنمي ... شيرو،نيرو،إللي،كورديليا هم الطلاب الأكثر شعبية في أكاديمية ميلكي هولمزو بسبب ألعابهم أصبحوا يحلون القضايا و الجرائم أصبحنا محققات و لكل منهن لعبة خاصة بها و تلك اللعبة هي المصدر الاساسي للقوة و القدرات الخاصة التي تتمتع بها حاملتها و خلال معركتهم بليلة عاصفة مع إمبرطورية اللصوص الوهمين فقدوا ألعابهم التي هي مصدر قوتهم و من بعدها تغير مسار حياتهم ثم تبدأ حياتهم تاخذ منوالا جديداً.. الأسماء البديلة :Tantei Opera Milky Holmes 2 الاسم باليابانية :探偵オペラ ミルキィホームズ 第2幕 الاسم بالإنجليزية :Detective Opera Milky Holmes 2,12.0,2012.0,TV,"غموض, كوميدي, قوى خارقة",https://animeslayer.space/wp-content/uploads/2021/01/tantei-opera-milky-holmes-dai-2-maku-poster-12091.jpg
"Tantei wa Mou, Shindeiru. | المحقق ميت بالفعل | تانتي وا مو شينديرو | The Detective Is Already Dead",“كيميزوكا كيميهيكو” هو مغناطيس مشاكل. من الوقوع في مسرح جريمة، إلى مشاهدة صفقة مخدرات عن طريق الخطأ، يبدو أن المتاعب تجده في كل زاوية. لذلك ليس من الغريب أن تتحول رحلته العادية إلى حالة طوارئ فجأة، وبحاجة ماسة إلى وجود محقق على متن الطائرة. لسوء الحظ، أحبطت محاولته لتجنب المشاكل من قبل فتاة جميلة ذات شعر فضي والتي تحمل الاسم الرمزي “سيستا”. بعد أن أعلنت نفسها محققة، قامت بشكل غير رسمي بجر “كيميزوكا” إلى القضية كمساعد لها. كان هذا الحادث بمثابة بداية لمغامرة حول العالم تجاوزت خياله. وضع الاثنان حياتهما على المحك، قاما بإسقاط المنظمات الإجرامية، ومنع الكوارث، وإنقاذ الآلاف. لكن، أغلق الستار على رحلتهم الملحمية مع وفاة “سيستا” المفاجئة بعد ثلاث سنوات. عازمًا على عيش حياة ثانوية عادية هذه المرة، يقضي “كيميزوكا” يعيش في خفاء. ومع ذلك، كما هو مقدر له، فتاة تشبه “سيستا” إلى حد ما تدخل في حياته وتهدد بتحويل أيامه الهادئة إلى حالة من الفوضى.,12.0,2021.0,TV,"غموض, كوميدي, دراما, رومانسي",https://animeslayer.space/wp-content/uploads/2021/07/87D8FJ65F4JGL6DF6HFDSGFHJKG.png
Tari Tari,تحكي قصة أنمي Tari tari او رقص رقص عن خمسة طلاب من المدرسة العليا وهم صغاراً جداً ليدعون بمسمى البالغين لكنهم لا يعتبرون اطفالاً في الوقت ذاته واكانا ساكاي فتاة كانت تدرس الموسيقى لكنها توقفت عن ذلك بعد فقدانها والدتها كوناتسو مياموتو فتاة إيجابيه تحب الغناء وتقضي وقتها بعد المدرسة في نادي الموسيقى الغنائية ساوا أوكيتا فتاة في نادي الرماية وتحلم في ان تصبح راكبة احصنه تاناكا دايتشي طالب دائماً ما يختار وهو عضو في نادي كرة الريشه ويعيش مع اخته التي تدرس في الجامعة وين فتى سوف يدرس في نفس صف واكانا وقد كان في الخارج لأثنتي عشر سنه في النمسا سوف تجمع الموسيقى كلاً من واكانا و كوناتسو و ساوا والأخرين في أخر صيف لهم في المدرسة العليا الاسم باليابانية :TARI TARI الاسم بالإنجليزية :Tari Ta,13.0,2012.0,TV,"موسيقي, مدرسي, شريحة من الحياة",https://animeslayer.space/wp-content/uploads/2021/01/8-13.jpg
Tasogare Otome x Amnesia,تجري أحداث هذا المسلسل في مبنى مدرسة سيكو الخاصة، حيث يحتوي مبنى هذه المدرسة على الكثير من الطرق و الممرات المهجورة بعد مرور سنوات كثيرة على إنشائها و إجراء العديد من عمليات التوسعة، بطلنا تيتشي نيا ( ما قصة “نيا” هذه ؟! ) يضيع في هذه المتاهة ليعثر على يوكو كانو، يوكو هي طيف عائم يقطن هذا المكان، يوكو لا تعرف كيف و لماذا لقيت مصرعها من الأساس، لذلك تشكل هي و تيتشي ناديا لتحري أسباب وفاتها الحقيقية، و كشف الغموض المتعلق بالمدرسة. الأسماء البديلة :Tasogare Otome x Amnesia الاسم باليابانية :黄昏乙女×アムネジア الاسم بالإنجليزية :Dusk Maiden of Amnesia الاسم بالعربية :الغسق الاول من فقدان الذاكرة,12.0,2012.0,TV,"رعب, رومانسي, مدرسي, شونين, خارق للعادة",https://animeslayer.space/wp-content/uploads/2021/01/21-7.jpg
Tatakau Shisho: The Book of Bantorra,"في عالم حيث الموتى يتحولون إلى كتب ويُخزنون في (مكتبة بانتورا) حيث أي واحد يقرأ كتاب منها يُمكن أن يعلم ماضيهم (مكتبة بانتورا) تُحمى من قبل المكتبيين المسلحين الذين يستخدمون) القوى الروحية وعدوهم هو مجتمع ديني المعروف بـ ( شينديكي كيودان) Fighting Librarians الأسماء البديلة :Tatakau Shisho, Tatakau Shisho to Koisuru Bakudan, Fighting Librarians الاسم باليابانية :戦う司書 The Book of Bantorra الاسم بالإنجليزية :Armed Librarians: The Book of Bantorra",27.0,2009.0,TV,"أكشن, خيال علمي, سينين, قوى خارقة",https://animeslayer.space/wp-content/uploads/2021/01/35-14.jpg
Tate no Yuusha no Nariagari,تدور قصة انمي Tate no Yuusha no Nariagari حول الأوتاكو ناوفومي ايواتاني الذي يقضي وقته في اللعب و قراءة المانجا، يجد تاوفومي نفسه فجأة و قد تم استدعاؤه إلى عالم موازي ليكتشف بأنه واحد من أربعة أبطال مجهزين بأسلحة أسطورية و مكلفين بإنقاذ العالم من دمار محتوم، بطل الدرع هو أضعف الأبطال، نافومي يجد نفسه وحيدًا، معدمًا، تم اتهامه بالخيانة، تُرك مع ردعه فقط و تخلى عنه من استدعاه، الآن يجب على ناوفومي أن ينهض ليصبح بطل الدرع الأسطوري و ينقذ العالم.,25.0,2019.0,TV,"أكشن, مغامرات, فنتازيا, دراما",https://animeslayer.space/wp-content/uploads/2020/09/Tate-no-Yuusha-no-Nariagari.png
Tate no Yuusha no Nariagari 2 | نهضة بطل الترس الموسم الثاني | تاتي نو يوشا نو نارياغاري سيزون ني | دي ريسنغ اوف دي شيلد هيرو سيزن تو,-تتمة أحداث الموسم السابق- “ايواتاني ناوفومي”، بعد أن كان اوتاكو في حياته الطبيعية، تم استدعاؤه إلى عالم أخر، ليصبح ملعونا بمصيره لكونه “بطل الترس”. يتم الإستخفاف والسخرية منه، إلى نبذه من قبل زملائه الأبطال، وشعب المملكة بسبب قدراته الهجومية الضعيفة. في هذا الموسم سيلتقي أبطال الانمي أصدقاء جدد، كما سيواجهون أعداء جدد. وهنالك مغامرة جديدة قادمة في مدينة فوق سلحفاة عملاقة.,13.0,2022.0,TV,"أكشن, مغامرات, دراما, فنتازيا",https://animeslayer.space/wp-content/uploads/2022/04/Ashampoo_Snap_2022.04.01_16h25m29s_004_.webp
Tate no Yuusha no Nariagari Season 3,قصة انمي Tate no Yuusha no Nariagari Season 3 تتمة لاحداث الموسم السابق وتدور القصة حول الأبطال الأربعة الأسطوريين هم مجموعة رجال عاديين من اليابان المعاصرة، تم استدعاؤهم إلى مملكة “ميلرومارك” ليصبحوا منقديهم. وهي بلد حلت بها أمواج كارثية دمرت الأرض مرارًا وتسببت في المعانات لمواطنيها لعدة قرون. الأبطال الأربعة يحملون السيف والرمح والقوس والترس وهم هناك لإنقاذهم من هذه الأمواج الكارثية. “ايواتاني ناوفومي”، كان اوتاكو في حياته الطبيعية، أصبح ملعونا بمصيره لكونه “بطل الترس”. يتم الاستخفاف والسخرية منه، إلى نبذه من قبل زملائه الأبطال وشعب المملكة بسبب قدراته الهجومية الضعيفة. عندما يتم تزويد الأبطال بالموارد والرفاق للتدرب معهم، ينطلق “ناوفومي” مع الشخص الوحيد المستعد للتدريب بجانبه، ولكن، سرعان ما تعرض للخيانة من قبلها، وتتهمه كذبا باستغلالها. يتعرض “ناوفومي” للكره الشديد من قبل شعب ميلرومارك لشيء لم يفعله. مع عاصفة من الأذى وانعدام الثقة في قلبه، يبدأ “ناوفومي” رحلته لتطوير نفسه وسمعته. علاوة على ذلك، فإنه من الصعب للغاية البقاء بمفرده، لذلك يشتري عبدًا شبه بشري على وشك الموت، اسمها “رافتاليا” وسترافقه في رحلاته.,12.0,2023.0,TV,"أكشن, مغامرات, دراما, فنتازيا",https://animeslayer.space/wp-content/uploads/2023/10/Ashampoo_Snap_2023.10.06_16h10m00s_002_.webp
Tate no Yuusha no Nariagari مدبلج,تدور قصة انمي Tate no Yuusha no Nariagari حول الأوتاكو ناوفومي ايواتاني الذي يقضي وقته في اللعب و قراءة المانجا، يجد تاوفومي نفسه فجأة و قد تم استدعاؤه إلى عالم موازي ليكتشف بأنه واحد من أربعة أبطال مجهزين بأسلحة أسطورية و مكلفين بإنقاذ العالم من دمار محتوم، بطل الدرع هو أضعف الأبطال، نافومي يجد نفسه وحيدًا، معدمًا، تم اتهامه بالخيانة، تُرك مع ردعه فقط و تخلى عنه من استدعاه، الآن يجب على ناوفومي أن ينهض ليصبح بطل الدرع الأسطوري و ينقذ العالم.,25.0,2019.0,TV,"أكشن, مغامرات, دراما, فنتازيا",https://animeslayer.space/wp-content/uploads/2022/08/Ashampoo_Snap_2022.08.01_16h55m50s_001_.webp
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari | مثلا حكاية طفل من القرية المجاورة لأخر دهليز انتقل إلى بلدة الانطلاق,قصة انمي Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari تدور حول المغامر المبتدئ للويد الذي يحلم باكتشاف “القوة الحقيقية” فيقرر ترك موطنه والذهاب إلى العاصمة من أجل أن يبدأ المغامرة.,12.0,2021.0,TV,"مغامرات, فنتازيا",https://animeslayer.space/wp-content/uploads/2021/01/5245G4H8FGK7D65FG65DFG.png
TAYUTAMA: KISS ON MY DEITY,أسطورة الحاكمة توياتو التي حمت العالم من الدمار و اختفت بشكل غامض.. اختفت هذه الحاكمة ورحلت كأسطورة أنتظرها الجميع وذات يوم أكتشف ميتو وأصدقائه في حديقة المدرسة أشياء غريبة أثناء إقامة مراسيم السنة الدراسية الجديدة. ميتشورا وعلاقتها الغريبة بتلك الأسطورة التي رحلت منذ زمن ليكتشف الجميع بأنه هناك سر وراء ما يحدث وسر تخفيه ميتشورا عن الجميع. الأسماء البديلة :Tayutama الاسم باليابانية :タユタマ -Kiss on my Deity-,12.0,2009.0,TV,"حريم, رومانسي, خارق للعادة",https://animeslayer.space/wp-content/uploads/2021/01/34-2.jpg
Technoroid: Overmind,قصة انمي Technoroid: Overmind تدور في برج الترفيه “بابل“، الأمل الجديد الذي وجده أولئك الذين فقدوا متعة الضوء مع تقييد أنشطة البشرية بسبب تغير المناخ الواسع النطاق الذي سببته الشمس الموسعة. يصور هذا الانمي فرق فريدة من نوعها والشخصيات التي تقاتل من أجل قمة “بابل“، ويتابع المشاعر التي تحرك الناس.,12.0,2023.0,TV,"خيال علمي, موسيقي",https://animeslayer.space/wp-content/uploads/2023/01/Ashampoo_Snap_2023.01.06_18h13m44s_002_.webp
Tegamibachi,"تدور أحداث القصة في مدينة “آمبير غراوند “ , وهي مدينةٌ يسودها الضلام ..,ومضاءةٌ جزئياً من قبل شمسٍ صناعية .. ” لاج سينج “ وهو بطل قصتناوالذي يعمل كـ “نحل مراسلة “ ومهمة ” نحل المراسلة “ أن يقوموا بتوصيلرسائل الناس المختلفة .., ويرافقه في رحلته ” الدينغو “ الخاصّ به والتي هي الفتاة المدعوة ” نيشي “ , ومعها حيوانها الأليف ” ستيك “ حيث يخوضون مغامراتٍ وأخطار في سبيل توصيل رسائل الناس .ويُهدف للقاء ” غوشي “ الذي بسببه يدخل بعمل النحل الجزء الثاني هنا ,, الاسم باليابانية :テガミバチ الاسم بالإنجليزية :Tegami Bachi: Letter Bee الاسم بالعربية :تيجامي باتشي:",25.0,2009.0,TV,"مغامرات, خيال علمي, شونين, خارق للعادة",https://animeslayer.space/wp-content/uploads/2021/01/30-8.jpg
Tegamibachi Reverse,"تدور أحداث هذا الجزء حول ” غوشي ” بعدما تبين انه على قيد الحياة ولكن فاقد الذاكره وقلبه ويظن نفسه شخصيه اخرى تماماً لذلك يجد ” لاج ” نفسه في موقف صعب حول طريقة استعادة ” غوشي “واعادة ذكرياته اليه ويتبين وجود شخصيات شريره وقصة مأمره كبيرهتحاك بالخفاء سنكتشفها مع بطل هذا المسلسل ” السيد البكاء “ الأسماء البديلة :Tegami Bachi 2, Letter Bee 2 الاسم باليابانية :テガミバチ REVERSE الاسم بالإنجليزية :Tegami Bachi: Letter Bee Reverse الاسم بالعربية :تيجامي باتشي: عكس رسالة نحله",25.0,2010.0,TV,"مغامرات, خيال علمي, شونين, خارق للعادة",https://animeslayer.space/wp-content/uploads/2021/01/29-7.jpg
Tejina-senpai,قصة انمي Tejina-senpai تدور حول فتى تجبره المدرسة على الانضمام إلى نادٍ مدرسي، وأثناء بحثه يصادف تيجينا سينباي التي تقدم عروضًا سحرية في غرفة النادي.,12.0,2019.0,TV,"كوميدي, إيتشي, مدرسي, سينين",https://animeslayer.space/wp-content/uploads/2020/09/Tejina-senpai.png
TEKKEN CHINMI,"القصة تتحدث عن “شينمي” شاب صغير صيني الأصل, كرس حياته بتدريبات فنون الدفاع عن النفس بهدف حماية أخته الكبرى, فوصلت مهارته إلى سادة الكونغ فو في (معبد دايلين) الشهير, ومن ثم تلقى دعوة من خاصة لكي يتدرب معهم بعد ذلك يلتقي شينمي بـ “كينتان” و “لاوتشو” , وهما من أفضل مقاتليّ (معبد دايلين), وتبدأ القصة من هنا… الأسماء البديلة :مدرسة الكونغ فو Ironfist Chinmi الاسم باليابانية :鉄拳チンミ الاسم بالإنجليزية :Iron Fist Chinmi",20.0,1988.0,TV,"أكشن, مغامرات, تاريخي, حربي, شونين",https://animeslayer.space/wp-content/uploads/2020/09/57443.jpg
Tekken: Bloodline,قصة انمي Tekken: Bloodline تدور بعد أن يخسر منزله لصالح عدو قوي، يتدرب مقاتل حادّ الطباع تحت إشراف جدّه المتحمّس ريثما ينتظر فرصته للانتقام.,6.0,2022.0,ONA,"أكشن, فنون قتالية",https://animeslayer.space/wp-content/uploads/2022/08/Ashampoo_Snap_2022.08.18_15h41m34s_004_.webp
Temple,“أكيميتسو أكيغامي“، طالما أخبر والده أنه «لا يمكن لأحد أن يعيش بمفرده»… لكنه مصمم بالتأكيد. بعد كل شيء، لم يكن والده بالتأكيد يقول ذلك بأفضل النوايا، وليس لدى “أكيميتسو” رغبة في أن يصبح هكذا. ولكن عندما يتركه لقاء مصادف مع امرأة شابة بأفكار نجسة للغاية، فإنه يقرر أن يفعل ما يجب عليه، أن يصبح راهبًا بوذيًا ويتخلى عن الطرق الدنيوية. لكن المعبد الذي قرر أن يكرس نفسه له… مليء بالنساء ؟ وتلك الشابة نفسها موجودة أيضًا ؟؟ ما الذي يجب أن يفعله رجل في هذا الوضع ؟,12.0,2023.0,TV,"كوميدي, رومانسي, إيتشي, حريم",https://animeslayer.space/wp-content/uploads/2023/07/Ashampoo_Snap_2023.07.08_14h19m07s_004_.webp
TENCHI MUYOU!,"تنشي ماساكي شاب يبلغ من العمر سبعة عشر سنة ويقطن في ريف اليابان بعيداً عن ضوضاء المدينة وصخبها مع عائلته وجده المسن لتتغير حياته فجاءه ودون سابق إنذار. حظه السيئ جعله يلتقي بأميرة تقول بأنها قدمت عبر المجرة ليصبح عندها مطارداً من قبل قراصنة الفضاء وشرطة المجرة الفضائية. يرحل تنشي مع عائلته وتلك الأميرة ومن قدم معها نحو الفضاء باحثين عن طريق يضمن عودة تلك الأميرة لموطنها لتنتهي حينها حياة تنشي الهانئة وينطلق من الريف نحو المجرة الواسعة الغامضة. الأسماء البديلة :Tenchi Universe TV, Tenchi Muyo! الاسم باليابانية :天地無用！",26.0,1995.0,TV,"كوميدي, حريم, رومانسي, خيال علمي, شونين, فضائي",https://animeslayer.space/wp-content/uploads/2020/09/61663.jpg
Tenchi Muyou! Ryououki 5th Season,قصة انمي Tenchi Muyou! Ryououki 5th Season تاتي استكملا لاحداث الموسم السابق .. نشأ “تينشي ماساكي” البالغ من العمر سبعة عشر عامًا وهو يسمع قصصًا عن كيف استخدم جده سيفًا لختم شيطان داخل كهف قبل 700 عام. عندما يغمره الفضول، يذهب “تينشي” إلى الكهف ويعثر على السيف من الأسطورة، وهو يعتقد أن هذه القصة ليست أكثر من حكاية خرافية، ليقوم بإزالة النصل ويحرر الشيطانة التي يتبين أنها قرصانة فضاء تدعى “هاكوبي ريوكو”. بينما هي غاضبة من السجن لتلك الفترة الطويلة، تهاجم “تينشي”، لكنه يتمكن من صدها باستخدام السيف، لتستيقظ قوته الكامنة. بعد رؤية هذا، تصبح “ريوكو” مهتمة به وتقرر أن تدمر منزله.,6.0,2020.0,OVA,"أكشن, خيال علمي, حريم, فضائي, كوميدي, شونين",https://animeslayer.space/wp-content/uploads/2020/09/Tenchi-Muyou-Ryououki-5th-Season.png
Tenchi Souzou Design-bu | فريق التصميم السماوي | تينشي سوزو ديزاين بو | هيفنس ديزاين تيم,قصة انمي Tenchi Souzou Design-bu تقع أحداثها في قسم تطوير الحيوانات في الفردوس حيث يتولى قسم تصميم الحيوانات أعمال التصميم والابتكار بدلًا عن الآلهة. يواجه الفريق أحداث وتحديات يومية مثل ابتكار غزال ذو رقبة طويلة وغيرها من المواقف الطريفة.,12.0,2021.0,TV,"شريحة من الحياة, كوميدي, فنتازيا, سينين",https://animeslayer.space/wp-content/uploads/2021/01/54FH58465SG6F4YHKJFTGH.png
Tengen toppa gurren lagann,"● قصة الأنمي | في حقبة ما ""زمن"" حكم الارض شخصٌ اسمه اللورد جينوم ، هذا الرجل الحاكم قام بصناعة مخلوقات غريبة الشكل نصفها بشري والنصف الآخر وحش تدعى بـ البيست مين ، للقضاء على البشر ، وفي ليلةً قام البيست مين بصنع آلات تسمى الـ غون مين لكي تسهل عليهم مهمتهم ، ولم يستطع البشر مجاراة هذه الـ الآلات لـ قوتها وضخامتها وسرعتها ، فيسمح اللورد جينوم لـ البشر بالعيش ولكن بـ شرط اذا تم نقضه يبادون ، وهذا الشرط هو ان يعيشون تحت اعماق الأرض ، واستمر هذا الشرط لمدة 1000 سنة حتى اصبح البشر ، لايعرفون ما هو السطح ، حتى ان بعض القرى اعتبروا ان الصعود الى السطح يعد محرما ، الى ان اتى بطلنا ، سيمون و كامينا ( الذي يعتبر كأخ له ) ، الذين كانو يعيشون في قريةٍ تحت الأرض اسمها ""جيها"" بطلنا سيمون ، يحفر يوميا تحت الارض ليس لأجل الطعام او المعاش ، انما للمتعه في بحثه عن الكنوز ، و كامينا ليس راضياً ابدا في هذه الحياة والعيش تحت الارض ، لأنه يريد ان يخرج الى السطح ، مثل ابيه ، فهل يا ترى سيطلعون الى السطح "" سيمون و كامينا "" ، وماهي المغامرات والأحداث التي تنتظرهم اذا خرجوا الى السطح !! ، ومن سيقابلون ? وهل سيقابل كامينا اباه في السطح !! تابعوا الانمي لكي تعرفوا اكثر ° اسماء أخرى للأنمي جورين لاجان Tengen toppa gurren lagann , Tengen toppa gurren lagann , Tengen toppa gurren lagann",27.0,2007.0,TV,"أكشن, مغامرات, كوميدي, ميكا, خيال علمي",https://animeslayer.space/wp-content/uploads/2020/10/5123.jpg
Tengoku Daimakyou,داخل الجدران الآمنة يتم تربية الشباب في بيئة تشبه الحضانة بواسطة الروبوتات. في حين أن الحياة هناك قد تبدو رتيبة ظاهريًا فإن الأطفال مليئون بالإمكانيات والفضول يشبه المكان الجنة من نواحٍ كثيرة العالم الخارجي كالجحيم حيث يكاد يكون خاليًا تمامًا من أي شيء ويسكنه الآن كائنات غريبة وقوية. يتقاطع مارو بمساعدة كريكو مع ما كان يومًا ما طوكيو. ولكن بعد البحث المطول ربما تكون الجنة حلمًا لا يمكن الوصول إليه أكثر من كونها حقيقة محتملة.,13.0,2023.0,TV,"خيال علمي, سينين, مغامرات",https://animeslayer.space/wp-content/uploads/2023/04/134925.webp
Tenka Hyakken: Meiji-kan e Youkoso!,"قصة انمي Tenka Hyakken: Meiji-kan e Youkoso! ترتكز حول عوائل ""ميتسوروجي"" ، وهي تجسيد جسدي للسيوف القديمة. لقد تعهدوا بأن يعيشوا حياة سلمية بعد عصور الحرب، لكنهم عادوا الآن إلى المعركة لمحاربة عدو جديد نشأ خلال نسخة بديلة من عصر ميجي، بعد ثلاثمائة سنة من معركة ""سيكيجاهارا"".",12.0,2019.0,TV,"أكشن, مغامرات, تاريخي, خارق للعادة, فنون قتالية, فنتازيا",https://animeslayer.space/wp-content/uploads/2020/09/Tenka-Hyakken-Meiji-kan-e-Youkoso.png
Tenki no Ko,"قصة فيلم Tenki no Ko تدور حول صبي وفتاة تصاب بمصيرها في حيرة خلال الفترة التي يصاب فيها توازن الطقس بالفوضى. هوتاكا موريساكي، طالب بالمدرسة الثانوية هرب من المنزل في الجزيرة بعيدًا عن اليابان ، قابل هينا امانو، وهي فتاة ذات قوة غامضة يمكنها أن تجعل الطقس مشمسًا فقط ""بالصلاة"".",1.0,2019.0,Movie,"شريحة من الحياة, دراما, رومانسي, فنتازيا",https://animeslayer.space/wp-content/uploads/2020/09/Tenki-no-Ko.png
